y;x;acc_x;acc_y;jerk_x;jerk_y
0,00012359862001981754;-0,00025894166748600126;0,0014158467878299724;-0,0023754081328137234;-0,0026048283260562367;-3,573750765669022e-05
0,00018976408964006136;-0,0003378030934810956;-0,0011889815382262643;-0,0024111456404704136;0,001510804929941897;-0,00032048286859481454
0,00016091323394775624;-0,000360030647962991;0,00032182339171563275;-0,002731628509065228;-0,0008860988708134006;0,0036202068171568074
3,561655263663457e-05;-0,000429817463973937;-0,0005642754790977679;0,0008885783080915793;-0,0003252498786892235;-0,00041319689598674075
-0,00019894526903709624;-0,00048673134431625765;-0,0008895253577869914;0,0004753814121048385;0,0007737353959046782;-0,0003825887303318138
-0,0003979639583871639;-0,000566216243822489;-0,0001157899618823132;9,279268177302472e-05;0,0010439197869473258;0,0014989704194366335
-0,000577967391253038;-0,0006812821576402;0,0009281298250650126;0,0015917631012096582;0,0014790931852555651;-3,300906662797448e-05
-0,0007542591168479911;-0,0008009796699332036;0,0024072230103205777;0,0015587540345816837;-0,0018042196717127125;0,0017018768805193499
-0,0008668803183945579;-0,0008835519892236067;0,0006030033386078652;0,0032606309151010336;0,002381847596653122;-0,002973296392504196
-0,0009171513585578573;-0,0008698353881011866;0,0029848509352609874;0,00028733452259683753;-0,000538365111230947;-0,0014160645336996694
-0,0008369971621171153;-0,000831998653434452;0,0024464858240300404;-0,0011287300111028319;-0,000351657694679269;0,0002471051538719751
-0,0007453495847724999;-0,0006747678813572779;0,0020948281293507714;-0,0008816248572308567;-0,0013439064005285294;-0,00022648962948427012
-0,0006988512078719977;-0,0004196776763189021;0,000750921728822242;-0,0011081144867151269;-0,001951277491128908;-3,643764247279746e-05
-0,0006876178252607298;-8,079434610649549e-05;-0,0012003557623066659;-0,0011445521291879243;0,0021264185769905557;-0,00021134905189755526
-0,0007207090221180671;0,0002881258532588008;0,0009260628146838899;-0,0013559011810854796;-0,0027508145533868024;0,0016834774221685424
-0,0007995823041429212;0,0006090318221318305;-0,0018247517387029125;0,0003275762410830628;-0,0007232294205550219;0,0011277725452562733
-0,0009326916334111945;0,0009669803035922157;-0,0025479811592579345;0,001455348786339336;0,0005033557389956846;-0,0003895832769365108
-0,0010526979130361454;0,0012519387155044844;-0,00204462542026225;0,0010657655094028252;0,0006728970022602393;0,00022398140466313096
-0,0011144902412075228;0,001434977881046436;-0,0013717284180020106;0,0012897469140659562;0,0006027048828201598;0,000379149391953687
-0,0011336519490027872;0,0015362320297778974;-0,0007690235351818508;0,0016688963060196432;-0,0014254679652435445;-0,0016532330859734441
-0,0011012237802354133;0,0015826170417892783;-0,0021944915004253954;1,5663220046199106e-05;0,0017084884757423355;-0,0006506190919700304
-0,0010020397592272537;0,0015982411123933852;-0,0004860030246830599;-0,0006349558719238313;0,0006607125731196914;0,002940260374275229
-0,0009022292094172462;0,0015260855229804764;0,0001747095484366315;0,0023053045023513977;-0,0017023760565254877;-0,0009436275937931629
-0,0008278168944841919;0,001434489812580245;-0,0015276665080888562;0,0013616769085582348;0,0021506823480831674;0,0007454216300105052
-0,0006611923994570817;0,001349882484117479;0,0006230158399943113;0,00210709853856874;-0,0009933897291724593;-0,0015983243436139306
-0,000440100828087642;0,0012041684953311587;-0,000370373889178148;0,0005087741949548093;0,0016986180041639216;-0,0007141267219622702
