x;y;acc_x;acc_y;jerk_x;jerk_y
-0,006140774472808145;0,0033620950451369105;-0,005187494687529548;0,006419373088133173;0,008766128037407173;-0,005761798959332806
-0,006927972189110481;0,004148287827224792;0,0035786333498776246;0,0006575741288003673;0,0006404653441953179;-0,009549288788400875
-0,007922669692913999;0,005191255532838001;0,0042190986940729425;-0,008891714659600508;-0,006187164413922641;0,008504329225823615
-0,008774221862722411;0,006260526203603224;-0,0019680657198496987;-0,0003873854337768934;0,0014722850242050167;-0,005355882646899374
-0,009457010084767906;0,0069741282879844275;-0,000495780695644682;-0,005743268080676267;0,00446223593723874;-0,008893969161229587
-0,010218520935607388;0,007672234955014554;0,003966455241594058;-0,014637237241905854;0,0014710245513267495;-0,0012137310851511596
-0,01099986301427266;0,008140610898817631;0,005437479792920807;-0,015850968327057013;-0,0036094585890505404;0,008013601439773088
-0,011622546883274167;0,008023497352944473;0,001828021203870267;-0,007837366887283925;-0,006167061788833472;0,008590502859453314
-0,012027731560558844;0,007272345073989035;-0,004339040584963205;0,0007531359721693887;0,011090573923597746;7,311951767356717e-05
-0,012359795389688708;0,00620769811954224;0,006751533338634541;0,0008262554898429558;-0,0004183246211009739;0,004379287561065023
-0,012865420842217102;0,00517317660398222;0,006333208717533567;0,005205543050907979;-0,002856554116183241;0,007344857594978604
-0,013100984961200112;0,004171705308015919;0,0034766546013503263;0,012550400645886584;-0,0037362733535064585;0,005723042511896925
-0,013083220731481781;0,003378455734085937;-0,00025961875215613217;0,01827344315778351;-0,002625951988743991;-0,004350556417346871
-0,012926390317709438;0,0030872221859914177;-0,002885570740900123;0,013922886740436638;-0,001068898060364587;-0,012752187095025305
-0,012779944654023339;0,0035269263642082396;-0,00395446880126471;0,0011706996454113328;0,00015548592933728456;-0,006764784719637068
-0,012748921819973245;0,0045235460120425265;-0,0037989828719274255;-0,005594085074225735;-0,00190892532822734;-0,005029944791489882
-0,012876077737973739;0,005566993645693267;-0,005707908200154765;-0,010624029865715617;-0,0013104889342042125;0,0035714162370878433
-0,013155192970851331;0,006386677876374977;-0,007018397134358978;-0,007052613628627774;0,002772286537031987;-0,005132086700839228
-0,013662624531735112;0,006781400912428064;-0,004246110597326991;-0,012184700329467002;0,0023047671429705097;-0,00528501177831725
-0,014450791977993253;0,006894019403336039;-0,0019413434543564811;-0,017469712107784252;0,005750164584498563;-0,0021101802762723554
-0,015408803848144475;0,006519249881065334;0,0038088211301420816;-0,019579892384056607;0,0009489332559369235;0,008743547441899403
-0,016444469456469955;0,00544569187448326;0,004757754386079005;-0,010836344942157204;-0,002731408350505782;0,0122264558694875
-0,017327782219589753;0,00358893817253892;0,0020263460355732232;0,0013901109273302958;0,004189497977887369;0,0028022001743655614
-0,018020784807266387;0,001298730672908293;0,006215844013460592;0,004192311101695857;0,000611792183343618;0,0005000878491301028
-0,018632733553520096;-0,0009358723896291227;0,00682763619680421;0,00469239895082596;-0,00039635626946488145;0,012624178735266695
-0,01899604853923538;-0,003002783008098704;0,006431279927339328;0,017316577686092655;-0,0012741661411224126;0,005679530996926099
-0,019086258077078495;-0,004881997668535247;0,005157113786216916;0,022996108683018754;-0,002213371814121068;-0,007554354164218277
-0,01891921641782804;-0,0060685492215280835;0,002943741972095848;0,015441754518800477;0,0013960342386047375;-0,010168844346783251
-0,018545890207128903;-0,00633525642720017;0,0043397762107005855;0,0052729101720172256;-0,00041439789787794945;-0,007896713922842802
-0,018054814317545936;-0,005984293452120238;0,003925378312822636;-0,0026238037508255763;0,003221195811899724;-0,004662445769280141
-0,017390147379534943;-0,005422414070159616;0,00714657412472236;-0,007286249520105717;-0,0035787214309726534;-0,002585222223456543
-0,016568465309011047;-0,0049654868382320175;0,003567852693749707;-0,00987147174356226;-0,00317585797766462;-0,0021577985553747764
-0,015460920273498257;-0,004800009587108647;0,00039199471608508674;-0,012029270298937036;0,0033811263401792857;0,006233492914777164
-0,014210661130235476;-0,0050293912057277675;0,0037731210562643724;-0,0057957773841598725;-0,004247933468979892;0,0002274152160493259
-0,012944722198329293;-0,00573994363630437;-0,00047481241271551955;-0,005568362168110547;0,0031555817934905694;0,0019776070971807003
