y;x;acc_x;acc_y;jerk_x;jerk_y
-0,005598765589861784;-0,01856184385139117;-0,01860089000302423;0,005831706414369503;0,0100477569571773;-0,007458838662894235
-0,006013455519621637;-0,017787501771060303;-0,008553133045846928;-0,001627132248524732;0,005209099139010964;0,009634196517973675
-0,006194877192806711;-0,017757195290850406;-0,0033440339068359637;0,008007064269448944;0,0026540330890595376;0,0018828011882847384
-0,006441384155932774;-0,018069014132474383;-0,0006900008177764261;0,009889865457733682;0,005925137058722718;-0,003542257379177849
-0,006367608548280879;-0,0185145943303718;0,005235136240946292;0,006347608078555833;-0,001499058115534857;-0,005691501770965113
-0,005898238322319638;-0,018987774560980275;0,003736078125411435;0,0006561063075907203;0,002452594478862369;-0,0002946467670011249
-0,005174963773216162;-0,019251549341950898;0,006188672604273804;0,0003614595405895954;-0,002291740461654035;-0,009229601971237913
-0,004425444971809058;-0,019365880997905063;0,003896932142619769;-0,008868142430648318;-0,002267896361873689;-0,015839779672116125
-0,00366146778877837;-0,019232665749688276;0,0016290357807460798;-0,024707922102764443;-0,00011772452028913083;-0,009053684012193128
-0,003252216302973615;-0,018943573215766698;0,001511311260456949;-0,03376160611495757;-0,00024083874820696183;0,004399907456179547
-0,003831281701279438;-0,01858931925061528;0,0012704725122499871;-0,029361698658778024;-0,004704337689897531;0,02398116212761814
-0,005760811344183563;-0,018174612835045578;-0,0034338651776475437;-0,005380536531159885;6,637234640088918e-05;0,02631857666609269
-0,008864808933438809;-0,01770908751898588;-0,0033674928312466545;0,020938040134932806;0,0023874617665846087;0,017097645174637216
-0,01218402798394045;-0,017380916810032083;-0,0009800310646620458;0,03803568530957002;-0,001080696872610698;0,0029260657920618938
-0,014665725429044782;-0,017187445814328153;-0,002060727937272744;0,040961751101631916;0,0008682161748553296;-0,01025660180957294
-0,01562599546176631;-0,017033176061210704;-0,0011925117624174142;0,030705149292058975;-0,003215245672063105;-0,011805249138742757
-0,014947795450422562;-0,016961335425584166;-0,004407757434480519;0,018899900153316218;0,0028698594950102296;-0,01436339868846323
-0,013041389467396454;-0,016937195260454323;-0,0015378979394702896;0,004536501464852988;-0,0009843158053747247;-0,01877443632909917
-0,010378987478237699;-0,0170893653927037;-0,0025222137448450144;-0,014237934864246182;-0,0015979840979405413;-0,019981553796895563
-0,007535125430484822;-0,017303051442531893;-0,004120197842785556;-0,034219488661141745;-0,0011672255151844446;-0,0006937666190177244
-0,005260780777301795;-0,017617626042153882;-0,00528742335797;-0,03491325528015947;0,004902772167808267;0,009283176119373945
-0,004355215670564436;-0,018097008555487296;-0,0003846511901617333;-0,025630079160785524;0,0044638381896194845;0,012035868828177546
-0,004846180775033457;-0,01878788800313951;0,004079186999457751;-0,013594210332607978;0,007923189492313965;0,008322892419989639
-0,006362349045933898;-0,01949415349839819;0,012002376491771716;-0,00527131791261834;0,00504338171714469;-0,0002647762245860108
-0,00842228573013866;-0,020037251513678564;0,017045758208916406;-0,00553609413720435;-0,00830517426500621;0,01517807484945255
-0,010693075130848153;-0,020100254469288065;0,008740583943910196;0,0096419807122482;-0,00843549304842861;0,010680076017201112
-0,013185308297045822;-0,019481427096540913;0,00030509089548158563;0,02032205672944931;-0,004591094111567828;0,004015805873185507
-0,015291862234753562;-0,018512976366037354;-0,004286003216086243;0,02433786260263482;-0,0033373444930501206;-0,0001238013108895153
-0,01658553390328333;-0,01753232199971453;-0,007623347709136363;0,024214061291745304;0,000861390955610275;-0,002976811057453288
-0,016905691067707704;-0,016723107762035155;-0,006761956753526088;0,021237250234292016;-0,003994101753288348;0,00044195259850854374
-0,016257285780462268;-0,016218827432721235;-0,010756058506814437;0,02167920283280056;0,0020874638667486844;-0,021927437776439684
