y;x;acc_x;acc_y;jerk_x;jerk_y
0,00536523412813617;0,00017079037160503357;0,0014148286293737449;0,002150864601337066;-0,0020810674381573574;-0,000589249608383316
0,005165042727733258;0,00038685631897512814;-0,0006662388087836126;0,0015616149929537498;-0,00045700202506722756;-0,000384050695801344
0,005050885911383828;0,0006595154115201725;-0,0011232408338508401;0,0011775642971524058;-0,0021096164304611406;-0,0020580215407465102
0,004999193694752548;0,0009055249517138724;-0,0032328572643119807;-0,0008804572435941044;0,003092433596027011;0,001122421764559664
0,004994604050007364;0,0011066048585535386;-0,00014042366828496966;0,00024196452096555965;-0,0023499501341969486;0,0006794026700805561
0,004954796115518416;0,0011783704748207257;-0,0024903738024819183;0,0009213671910461158;0,0008175990496559447;-0,0008283698023004993
0,004924666761868091;0,0012445191443565139;-0,0016727747528259736;9,299738874561647e-05;-8,842282248900171e-05;-0,0021125659761411647
0,00493139209585961;0,0012110528617930254;-0,0017611975753149753;-0,0020195685873955482;0,0005597838324597412;-0,000894542627977904
0,004941837325400954;0,001110675589116498;-0,001201413742855234;-0,002914111215373452;0,001268320722356513;0,0010338130529162076
0,004871499811446476;0,0009398504134273715;6,690697950127895e-05;-0,0018802981624572446;0,00032368992070406187;0,0030200634888348232
0,004684597848877059;0,0007209686880240357;0,0003905969002053408;0,0011397653263775787;-0,00026338338653646674;-0,001294058479292648
0,004422483959809353;0,0005047632418007511;0,00012721351366887408;-0,0001542931529150693;-2,3714533458792098e-05;-0,0005914932867135958
0,00420596068379675;0,00030418167158568;0,00010349898021008198;-0,0007457864396286651;0,0008940379712343901;0,002712444642127068
0,003983265681667544;0,00010868864191736399;0,000997536951444472;0,001966658202498403;-0,0007708534042722747;0,0005386884846902557
0,003730739221953192;-8,266442854254878e-05;0,0002266835471721974;0,0025053466871886587;0,0001449058642419114;0,0008712827980557197
0,0035568790903387757;-0,00023411602094468268;0,0003715894114141088;0,0033766294852443784;-0,0021980188115026224;-0,0028494950423606086
0,0034832328262119064;-0,00037650027145992864;-0,0018264294000885136;0,0005271344428837699;0,003058739207565355;-0,0005100581729327314
0,0035446517414948115;-0,0005040209455186103;0,0012323098074768415;1,7076269951038503e-05;-0,001831321238676872;0,00021349686462855677
0,0036271560344930676;-0,0007045987955808325;-0,0005990114312000305;0,00023057313457959527;0,0003681239143502775;0,00046898601743596
0,003710343378289365;-0,0008558842533439811;-0,00023088751684975303;0,0006995591520155553;0,0010587793020494264;0,00023716528619280308
0,0038027536474688466;-0,0010311301683551307;0,0008278917851996734;0,0009367244382083584;-0,0012183661204393861;-0,0008630172853010404
0,00392314628272895;-0,0012156115840402707;-0,00039047433523971276;7,3707152907318e-05;0,0015961289524863073;-0,0006328338233785868
0,004081007895517389;-0,0013669773283174237;0,0012056546172465946;-0,0005591266704712688;0,0008545537930175068;0,0016664925568261185
0,004241817794422119;-0,001533962046004165;0,0020602084102641013;0,0011073658863548497;-0,0024604547821730563;0,0035237067423007085
0,004380262626507999;-0,0016527205790010427;-0,00040024637190895496;0,004631072628655558;0,0016048502277228108;0,00012362518032005276
