x;y;acc_x;acc_y;jerk_x;jerk_y
0,008960773969108056;-0,015624600177466818;-0,003537917930433482;-0,000853357517839326;0,0011387565686663548;0,0015913507292442675
0,008396150081290096;-0,015220901884284857;-0,002399161361767127;0,0007379932114049415;-0,004286694714313366;0,002856548705430395
0,007690009476254797;-0,014851337891816467;-0,006685856076080493;0,0035945419168353365;0,0016394041248710134;-0,0027445898388839818
0,006887902416748812;-0,014452254170891882;-0,00504645195120948;0,0008499520779513547;0,0019536845722295942;0,0012261913629962318
0,005818361114199608;-0,01390938877329388;-0,0030927673789798854;0,0020761434409475865;-0,00243596991169643;0,002507820230470914
0,004546961733602025;-0,013332525292577826;-0,005528737290676315;0,004583963671418501;0,004074827149569839;-0,0019254393375291445
0,003151851657845247;-0,012672616074223868;-0,0014539101411064764;0,002658524333889356;-0,003106070953502814;0,0001708844324221359
0,0015355920904614154;-0,011829348309013171;-0,00455998109460929;0,002829408766311492;0,009023203748361595;-0,0042185610624650705
-0,00013882388256667496;-0,010879739570446897;0,004463222653752305;-0,0013891522961535785;-0,0012622408128504792;-0,0037877500175802215
-0,001995639099379137;-0,009816954481228166;0,003200981840901826;-0,0051769023137338;0,0016006659095529202;0,004348826049431986
-0,0036739254100415066;-0,008809735483855578;0,004801647750454746;-0,0008280762643018136;0,0019842930090627486;-0,0003381421593499079
-0,005224172447067803;-0,00800959257903234;0,006785940759517495;-0,0011662184236517215;-0,0015951357689330814;-0,0008709716552241509
-0,00658235357407591;-0,007242572724781177;0,005190804990584413;-0,0020371900788758723;-0,0005576871760335222;-0,00048030688533842736
-0,007669097070703317;-0,006522201607476082;0,004633117814550891;-0,0025174969642142997;-0,0024232617044573357;-2,1887019104896432e-05
-0,008548208367707347;-0,005883318093326021;0,0022098561100935554;-0,002539383983319196;0,0014731512403427516;6,925957440274966e-05
-0,009241994952129342;-0,005345134457744533;0,003683007350436307;-0,0024701244089164465;0,00010875978965754762;-0,0016448566630639372
-0,009847387292147595;-0,004908526181495812;0,0037917671400938546;-0,004114981071980384;0,0006402343677379962;0,0018366877024356687
-0,010305459338148396;-0,004570722881603749;0,004432001507831851;-0,002278293369544715;-0,000951811599068042;-0,0016118354438988125
