x;y;acc_x;acc_y;jerk_x;jerk_y
-0,027226736729960326;-0,028038531944184604;-0,01412021908884109;0,012730613805866264;0,021929761900967626;-0,015981581983300353
-0,029044062215432025;-0,026847486407000503;0,007809542812126535;-0,003250968177434088;-0,004030723470799691;-0,01235990912911411
-0,031426196464457365;-0,025147216317581753;0,0037788193413268445;-0,015610877306548199;0,0039777476357666375;0,014317541064372663
-0,033495949000997643;-0,02357698495526037;0,007756566977093482;-0,0012933362421755357;-0,002396142514791033;0,007265961488928774
-0,03541454876388485;-0,02263118868520091;0,005360424462302449;0,005972625246753238;0,008815634528369087;0,009687686200949952
-0,037022885847688314;-0,021737125864828472;0,014176058990671536;0,01566031144770319;0,006217064445711018;-0,01058622545671073
-0,038416805952999684;-0,020604158034585908;0,020393123436382554;0,005074085990992461;-0,011711482931894834;-0,008930571154524336
-0,03924368369868419;-0,018844777746435212;0,00868164050448772;-0,0038564851635318753;-0,010294970181819796;-0,0017077534703660024
-0,039254836506913394;-0,01688243401864482;-0,001613329677332076;-0,005564238633897878;-0,004784866892481809;-0,010329994809034349
-0,03891872369496309;-0,015074349697395704;-0,006398196569813885;-0,015894233442932226;0,008634726915647817;-0,0007471807939494757
-0,03864714407010607;-0,013488834921502503;0,0022365303458339314;-0,016641414236881702;-0,0016176532185986359;0,010527277326561058
-0,0386314923080416;-0,012539089483326589;0,0006188771272352955;-0,0061141369103206444;0,0006317022906078273;0,012289510360269373
-0,03852637933214378;-0,012255000614625944;0,0012505794178431229;0,006175373449948729;0,004125367680892333;-0,005198776761703994
-0,03839651127115654;-0,012215477222338126;0,005375947098735456;0,0009765966882447352;-0,00221222300524071;-0,010603164366345175
-0,038216620033455585;-0,011928938892052357;0,0031637240934947464;-0,00962656767810044;0,004972612169169333;0,006130347802951686
-0,037821690911805206;-0,011603336694236799;0,008136336262664079;-0,003496219875148754;0,0031214080741124306;0,0037794734608951885
-0,03730021282641504;-0,01166279720354526;0,01125774433677651;0,00028325358574643467;-0,007671980298119441;0,006903294013808958
-0,03645328129051831;-0,011862106507859668;0,003585764038657069;0,007186547599555393;-0,001676910411257282;-0,004446351421602379
-0,035156039981150515;-0,012050085668744222;0,001908853627399787;0,0027401961779530137;-0,004648481145962502;-0,005010286003046649
-0,03371536811023644;-0,011950602925646559;-0,002739627518562715;-0,002270089825093635;0,00904899346953425;-0,006596895422869065
-0,032198342094226375;-0,011741512335430776;0,006309365950971535;-0,0088669852479627;-0,0008567750046358791;-0,0031043735979946474
-0,03079090117895882;-0,011623225338218737;0,005452590946335656;-0,011971358845957347;-0,02707779353473272;0,017874822200466267
-0,0291310856256524;-0,011859617750925207;-0,021625202588397063;0,00590346335450892;0,008442373033566763;-0,0231455127979317
-0,027253166434492555;-0,012574864517469971;-0,0131828295548303;-0,01724204944342278;0,0013458150113964118;0,0035210739359343712
-0,026240255346868593;-0,013053972749834377;-0,011837014543433888;-0,013720975507488409;0,005622910457199537;0,028176429875292897
-0,025754657441437845;-0,014222762959935695;-0,006214104086234351;0,014455454367804488;-0,020681088281879756;0,012313127557297021
-0,025742540117744447;-0,01594039219033655;-0,026895192368114107;0,02676858192510151;0,0018555634329284754;-0,001682327418440266
-0,02597898695750043;-0,017079803246025226;-0,02503962893518563;0,025086254506661243;0,0239769825083197;-0,013219048022530044
-0,02729124149198097;-0,01714847102470984;-0,001062646426865932;0,011867206484131199;0,006411465198820077;-0,0034166369823239173
-0,02960508118386894;-0,016213688623128004;0,005348818771954145;0,008450569501807281;0,010446648644639622;-0,019251165815973637
-0,03196142673283155;-0,014804217962180921;0,015795467416593767;-0,010800596314166355;-0,01619333541696688;-0,03354618039934615
-0,034103819530915985;-0,013056724521161547;-0,00039786800037311387;-0,044346776713512503;0,014168528359157051;0,02682438561792877
-0,03561439363233668;-0,011741254932708826;0,013770660358783937;-0,017522391095583734;0,007663217322523952;0,029407385931089935
-0,03714088245377229;-0,012199656412796607;0,02143387768130789;0,011884994835506202;-0,0011098727846905465;-0,008831744006747133
-0,03811654486085655;-0,013358953536707737;0,020324004896617343;0,0030532508287590687;-0,0027989196171732678;-0,008722770999590734
-0,03823485216068849;-0,014042850867198618;0,017525085279444075;-0,005669520170831666;-0,024330346212026788;0,0011472007770156334
-0,03754019926465574;-0,014604618164539137;-0,006805260932582713;-0,004522319393816032;0,016888930822676174;0,013565992330282717
-0,03614454295744522;-0,015393166268712921;0,01008366989009346;0,009043672936466685;-0,0022943038257354775;-0,015730606831945715
-0,03502109708753801;-0,01636260714863935;0,007789366064357983;-0,00668693389547903;-0,0023399204164390452;-0,004956950883376499
-0,03349430442202707;-0,016970301111107106;0,005449445647918938;-0,011643884778855529;-0,0014271814052275733;-0,000609265733149511
-0,0316559371139418;-0,01784547242939403;0,004022264242691365;-0,01225315051200504;-0,014231876840027358;-0,007530732389586292
