COP_x;COP_y;Acc_x;Acc_y;Jerk_x;Jerk_y;Class
0,56435007;0,338132969;0,492246291;0,3037229;0,399022611;0,276885023;Healthy
0,555670482;0,347447337;0,425253129;0,300321775;0,292270423;0,22341272;Healthy
0,54610069;0,356808538;0,43182652;0,282898542;0,357532482;0,226361082;Healthy
0,539197143;0,36438507;0,447484911;0,298636501;0,273712133;0,244422358;Healthy
0,535176519;0,368471474;0,441714932;0,255757531;0,313652418;0,242235863;Healthy
0,532024157;0,369255781;0,43100215;0,236962373;0,330198574;0,281310402;Healthy
0,529778883;0,367788873;0,386116193;0,234958648;0,293758551;0,240645777;Healthy
0,527546442;0,365477131;0,338982625;0,201950743;0,228158518;0,189883398;Healthy
0,526532333;0,363679946;0,37335765;0,199254152;0,29709768;0,236140018;Healthy
0,526291516;0,362560483;0,362902303;0,259021614;0,262895524;0,226900187;Healthy
0,525853997;0,361468682;0,361249636;0,272077502;0,343123258;0,230119857;Healthy
0,525249335;0,360031439;0,373706911;0,224890853;0,318481718;0,267412266;Healthy
0,524286446;0,359803022;0,319263315;0,281452614;0,239298412;0,222439986;Healthy
0,524157492;0,360127165;0,344799668;0,255925895;0,288699575;0,225462503;Healthy
0,525460233;0,359418912;0,324919554;0,265226699;0,290652785;0,275232583;Healthy
0,528754719;0,35786019;0,373239906;0,254162132;0,287510408;0,247701961;Healthy
0,533343002;0,357450302;0,359574541;0,256736122;0,261943963;0,24578315;Healthy
0,537183795;0,356897513;0,354713763;0,227640522;0,211844825;0,231494238;Healthy
0,539070414;0,355895227;0,360710362;0,236491064;0,270530602;0,272920871;Healthy
0,539988008;0,354928501;0,339643886;0,267875696;0,26535139;0,232533782;Healthy
0,539798105;0,352732947;0,397704224;0,298862366;0,292708015;0,249756985;Healthy
0,539246141;0,348807161;0,420073387;0,259120343;0,21914869;0,231896204;Healthy
0,539080841;0,342364154;0,437547964;0,220341824;0,354127113;0,245521169;Healthy
0,540191654;0,335147908;0,350162858;0,178808026;0,324755235;0,222576929;Healthy
0,544302471;0,329073546;0,443529328;0,240068741;0,287815214;0,215876148;Healthy
0,551065759;0,323321105;0,374159906;0,185936249;0,345271762;0,286810509;Healthy
0,558881819;0,317408191;0,391437701;0,200280495;0,296324105;0,238869608;Healthy
0,567220375;0,314162565;0,446671711;0,233843386;0,333212247;0,242854084;Healthy
0,575304637;0,312595408;0,444800047;0,186352649;0,330598404;0,232605196;Healthy
0,582357704;0,312485124;0,450983163;0,207884711;0,355441071;0,259452406;Healthy
0,587437876;0,313015009;0,418896146;0,214549015;0,335601052;0,219135198;Healthy
0,594999392;0,312465266;0,407651498;0,233298768;0,296433865;0,198820768;Healthy
0,603885333;0,312732013;0,394588367;0,211666014;0,302472326;0,228621531;Healthy
0,613331769;0,311127235;0,424162791;0,230587177;0,308472612;0,237130559;Healthy
0,621623277;0,308906047;0,421841974;0,223889837;0,332637407;0,303644352;Healthy
0,629989277;0,30811594;0,421645846;0,271574411;0,325196101;0,366325766;Healthy
0,63834476;0,306881602;0,461800159;0,229672745;0,36574379;0,231811723;Healthy
0,6432615;0,3083967;0,491142542;0,193697243;0,378793212;0,223155906;Healthy
0,645460513;0,312993141;0,515905292;0,267244953;0,461583702;0,257716989;Healthy
0,64479988;0,319101197;0,419102688;0,255090109;0,320804383;0,225173033;Healthy
0,642814427;0,326605815;0,480906686;0,245416251;0,281883737;0,255414535;Healthy
0,640862552;0,332747539;0,423139676;0,272639513;0,354135175;0,319544497;Healthy
0,635805174;0,340358339;0,440957161;0,229580272;0,414244651;0,241398296;Healthy
0,629441112;0,347943196;0,515706225;0,239545072;0,314930216;0,274997729;Healthy
0,621701868;0,355178162;0,513072403;0,251841455;0,330391286;0,237101219;Healthy
0,613542671;0,361276691;0,473608918;0,222986705;0,314048064;0,217359697;Healthy
0,604939046;0,365492769;0,39053377;0,252279995;0,336815317;0,211527643;Healthy
0,595530076;0,36860691;0,435781608;0,257934348;0,315862635;0,240155768;Healthy
0,588368206;0,369839457;0,429766688;0,249997853;0,268718188;0,202442625;Healthy
0,580060214;0,36913298;0,425608462;0,221358973;0,364992071;0,228673518;Healthy
0,57311245;0,366925468;0,383495755;0,213419439;0,2857924;0,236175559;Healthy
0,568929331;0,364437853;0,414380314;0,228202134;0,32474262;0,250063626;Healthy
0,568873229;0,362957503;0,451468706;0,273188265;0,319738719;0,266214336;Healthy
0,572785396;0,362423186;0,437809904;0,271142768;0,350491981;0,225471238;Healthy
0,579113503;0,359912542;0,412045636;0,256118035;0,294378067;0,229113756;Healthy
0,587055883;0,355438089;0,471654256;0,258144696;0,392970902;0,300512092;Healthy
0,596865776;0,349161566;0,388142506;0,225139351;0,413370958;0,247811183;Healthy
0,605502564;0,343387205;0,510714519;0,189849172;0,30934225;0,246797311;Healthy
0,613476834;0,33734509;0,488138227;0,199915404;0,353385036;0,241382952;Healthy
0,617799779;0,33213599;0,474172392;0,228564979;0,291676851;0,228348288;Healthy
0,620885065;0,328090582;0,465606325;0,226985023;0,338380546;0,243825054;Healthy
0,622623308;0,326521716;0,499417374;0,270197386;0,331318104;0,302359324;Healthy
0,621531367;0,326049489;0,501077016;0,236673932;0,378449664;0,270935962;Healthy
0,61815542;0,326041636;0,511364025;0,244814652;0,386842026;0,274121846;Healthy
0,613655678;0,326718213;0,485121328;0,214974131;0,35380341;0,254438525;Healthy
0,609712978;0,327700037;0,452715679;0,185535251;0,381497289;0,215331234;Healthy
0,606311055;0,330898172;0,535407063;0,214129763;0,394575125;0,239481765;Healthy
0,603916187;0,334821727;0,517515809;0,185636255;0,389985095;0,239521509;Healthy
0,604852937;0,340014644;0,415233577;0,205046586;0,402762399;0,251261982;Healthy
0,610528175;0,345476235;0,46211006;0,243329523;0,384467309;0,257445851;Healthy
0,621590997;0,350312233;0,465180734;0,238888606;0,332842178;0,236048849;Healthy
0,635740662;0,353931751;0,508440744;0,190877488;0,394474414;0,201253324;Healthy
0,651251437;0,35643067;0,49818819;0,214002222;0,334055091;0,233288688;Healthy
0,665281317;0,356908098;0,495304714;0,18602726;0,361531598;0,20951142;Healthy
0,677466157;0,354251166;0,48460726;0,178764624;0,364643665;0,240054858;Healthy
0,685721239;0,349819582;0,567806552;0,189148445;0,342797795;0,233590816;Healthy
0,688850124;0,344942982;0,512021399;0,204195395;0,377297725;0,232855343;Healthy
0,684963696;0,340599506;0,549086295;0,186074117;0,368311345;0,234089748;Healthy
0,673787577;0,337354642;0,480221614;0,195038283;0,296754392;0,248720901;Healthy
0,657854312;0,336382572;0,493118195;0,195382517;0,330123628;0,227710131;Healthy
0,640491497;0,337387912;0,452537795;0,164976096;0,345093474;0,22294538;Healthy
0,624862448;0,34021145;0,457637338;0,214744859;0,305385314;0,220867049;Healthy
0,610932878;0,344654414;0,390459001;0,179004896;0,351514056;0,244180697;Healthy
0,601667467;0,349127659;0,378460795;0,211594562;0,257912104;0,252148087;Healthy
0,595808973;0,354245116;0,421161518;0,214769372;0,284557715;0,244502093;Healthy
0,590683557;0,358928044;0,463736249;0,232677336;0,382159263;0,255686704;Healthy
0,58495894;0,362949419;0,509192627;0,252015029;0,361470493;0,27362999;Healthy
0,57870917;0,367593035;0,448436782;0,281234914;0,360694211;0,265271041;Healthy
0,572977148;0,374361604;0,463067548;0,208755975;0,376192473;0,24918626;Healthy
0,56596104;0,385085924;0,381241882;0,189483072;0,330145173;0,250912494;Healthy
0,557593146;0,397261048;0,450447192;0,208618892;0,32630643;0,186298276;Healthy
0,551309111;0,40964316;0,44621181;0,224102488;0,387953884;0,261561269;Healthy
0,545866604;0,42160069;0,414608157;0,242751648;0,301134065;0,239964763;Healthy
0,542116233;0,4325831;0,407931951;0,248686618;0,291175475;0,252670675;Healthy
0,538888549;0,441834068;0,405263685;0,301579283;0,352231526;0,224699633;Healthy
0,53762864;0,446690063;0,458534944;0,271656913;0,297095738;0,258854785;Healthy
0,53963303;0,445738362;0,457868517;0,250133634;0,317804288;0,273514705;Healthy
0,541237987;0,44127027;0,368241632;0,18693705;0,337467697;0,239211646;Healthy
0,543624157;0,433374113;0,402036752;0,206701007;0,35400814;0,212725245;Healthy
0,54647819;0,424873087;0,493420069;0,209995393;0,35138089;0,24200481;Healthy
0,548220209;0,417268025;0,447516909;0,242086714;0,471567236;0,275731579;Healthy
0,549642119;0,409170648;0,484602087;0,252534992;0,329513888;0,272177484;Healthy
0,550805686;0,402617063;0,535312574;0,235355666;0,33061026;0,254602642;Healthy
0,55340674;0,394653054;0,448426216;0,187701673;0,329367649;0,22692278;Healthy
0,557579753;0,386460966;0,420414263;0,200735965;0,352058742;0,213115803;Healthy
0,566847094;0,377775806;0,405573255;0,207273441;0,31253284;0,223795287;Healthy
0,585471722;0,368092136;0,479898485;0,22370093;0,326304387;0,230128023;Healthy
0,612745761;0,358663278;0,436152481;0,18987735;0,518824083;0,246182239;Healthy
0,645347941;0,350094923;0,483292903;0,206177596;0,390272802;0,268671276;Healthy
0,682739588;0,343166623;0,529071694;0,24184006;0,322906253;0,242537996;Healthy
0,717222683;0,336999663;0,553697066;0,192066079;0,357276181;0,22287166;Healthy
0,74912396;0,332449036;0,502478483;0,220417121;0,336225054;0,225557239;Healthy
0,77433429;0,327958187;0,44838191;0,215470553;0,370782834;0,245256869;Healthy
0,797043299;0,321625505;0,367298848;0,214137424;0,366818738;0,24380361;Healthy
0,818203206;0,315059022;0,405793363;0,164817681;0,341682872;0,240738255;Healthy
0,83842696;0,308391451;0,473244048;0,217662689;0,284784994;0,249236595;Healthy
0,858237624;0,303309812;0,487703599;0,239569561;0,289980507;0,280787274;Healthy
0,874060905;0,297339939;0,472131883;0,217821343;0,389735525;0,241091247;Healthy
0,88568665;0,291767006;0,500275567;0,247956551;0,358434048;0,265032055;Healthy
0,892342729;0,288614771;0,455024155;0,222646609;0,341461768;0,259154935;Healthy
0,893979776;0,286611205;0,494757426;0,212406884;0,316751366;0,256962822;Healthy
0,888980428;0,284761163;0,425142288;0,216511518;0,350843284;0,325775962;Healthy
0,877233314;0,282774325;0,469077918;0,344417955;0,273360746;0,257577076;Healthy
0,861071385;0,280954812;0,467971821;0,397063882;0,372685653;0,219619637;Healthy
0,840890907;0,276929481;0,441329307;0,350534721;0,329798484;0,236709005;Healthy
0,818461779;0,270564528;0,397202785;0,361380181;0,366154152;0,255442183;Healthy
0,794508477;0,264194632;0,414457129;0,265316376;0,305590956;0,280888131;Healthy
0,77134092;0,262406736;0,446567984;0,231508763;0,368990999;0,329578409;Healthy
0,750912782;0,270024609;0,412557385;0,291378275;0,297030976;0,266670363;Healthy
0,729506553;0,285467889;0,438490743;0,371904758;0,361905394;0,24617581;Healthy
0,710315871;0,30495229;0,501820435;0,376933029;0,30477292;0,221035425;Healthy
0,694162738;0,322106616;0,437314708;0,355457739;0,375258823;0,275375149;Healthy
0,684093847;0,333166439;0,42310219;0,315311155;0,332230898;0,299911986;Healthy
0,680821219;0,337712835;0,470858768;0,241215964;0,289045421;0,249433511;Healthy
0,684524745;0,33688909;0,454434794;0,216110037;0,299697629;0,246827885;Healthy
0,691115222;0,334256661;0,45301746;0,215336969;0,339240617;0,217762842;Healthy
0,698777508;0,330332267;0,494803815;0,210445411;0,280873307;0,224260701;Healthy
0,705902362;0,324916602;0,509008796;0,221021527;0,335574003;0,258290979;Healthy
0,71069192;0,319442214;0,397474824;0,203725647;0,305567057;0,24903088;Healthy
0,712868141;0,313941077;0,336236616;0,205356452;0,281678296;0,243276926;Healthy
0,71455979;0,307789983;0,369299633;0,199047062;0,275298992;0,24787744;Healthy
0,71658482;0,30310789;0,397780417;0,217634145;0,249759484;0,255518182;Healthy
0,717709927;0,298827558;0,417203367;0,254830918;0,279783304;0,258792426;Healthy
0,715700948;0,296184228;0,420260491;0,248021952;0,30841439;0,221738605;Healthy
0,710735433;0,294067501;0,460679131;0,234705468;0,260068645;0,230026626;Healthy
0,703869265;0,293367222;0,471498972;0,198102359;0,335698642;0,219833745;Healthy
0,692618741;0,294792794;0,398071061;0,201105108;0,318832569;0,238480581;Healthy
0,678821333;0,297045455;0,362604121;0,210991126;0,278216844;0,244195753;Healthy
0,663850392;0,301075856;0,406998125;0,24678549;0,2616822;0,266805363;Healthy
0,650271374;0,306277108;0,425989619;0,192672182;0,283061097;0,253935396;Healthy
0,637308953;0,310960617;0,413599882;0,262490446;0,280730485;0,26733427;Healthy
0,623819963;0,314942768;0,489978483;0,197245523;0,349938456;0,232493902;Healthy
0,609280933;0,314944265;0,395542421;0,210958999;0,314098028;0,265009583;Healthy
0,593431296;0,314077847;0,387115189;0,235796586;0,295958471;0,268936826;Healthy
0,578572885;0,31217605;0,373518938;0,246273809;0,287429309;0,21525748;Healthy
0,566285974;0,306776959;0,365529118;0,209625038;0,340933771;0,25424373;Healthy
0,557045073;0,298924099;0,449100331;0,235291273;0,339450359;0,259427979;Healthy
0,551350538;0,289849021;0,45579695;0,246444799;0,385405658;0,259508244;Healthy
0,550363748;0,281221507;0,344389483;0,225724711;0,327770386;0,250317675;Healthy
0,551820193;0,273173385;0,33846793;0,21457252;0,381586863;0,302978145;Healthy
0,556265783;0,267468684;0,344034264;0,213345178;0,267902179;0,263100043;Healthy
0,56417646;0,265850049;0,374524126;0,224626613;0,339725494;0,264119517;Healthy
0,575894268;0,268636463;0,445893181;0,23583479;0,238246712;0,292479881;Healthy
0,587839191;0,275099379;0,396614431;0,227206384;0,320476141;0,236342142;Healthy
0,5969997;0,28399361;0,43122247;0,253097411;0,284181776;0,274274758;Healthy
0,60401927;0,293428985;0,490044162;0,224225759;0,388060727;0,245961061;Healthy
0,611038424;0,301827243;0,420277271;0,199838652;0,337704174;0,232804862;Healthy
0,618163249;0,309944777;0,433143846;0,241541305;0,358392329;0,292142102;Healthy
0,62281875;0,315727559;0,438742518;0,313501155;0,297583008;0,281871533;Healthy
0,624491239;0,318920365;0,482990131;0,318327035;0,320344479;0,300621139;Healthy
0,622882569;0,317818928;0,473040431;0,320002432;0,306914667;0,275055398;Healthy
0,619362995;0,311857241;0,489038382;0,289023385;0,307302588;0,277787631;Healthy
0,613086389;0,303504497;0,459730429;0,254435782;0,339256428;0,312371457;Healthy
0,604112413;0,293374889;0,389996298;0,313426923;0,295887414;0,288780753;Healthy
0,59671028;0,286489968;0,39338722;0,235998938;0,281700372;0,25591273;Healthy
0,593281854;0,28367428;0,357466486;0,21736587;0,334195229;0,249556214;Healthy
0,595210467;0,286917618;0,398517426;0,235975249;0,289978441;0,210943939;Healthy
0,601655101;0,296772964;0,400670447;0,246260525;0,358685955;0,218995322;Healthy
0,611079399;0,310220624;0,495874292;0,265436065;0,273483593;0,246956215;Healthy
0,624043305;0,323901843;0,454541156;0,277650648;0,369629501;0,263513182;Healthy
0,639941305;0,335135988;0,430617267;0,294314026;0,245376695;0,23248309;Healthy
0,658846262;0,342540705;0,401274788;0,238290815;0,377393045;0,230726071;Healthy
0,677956025;0,347207121;0,41851594;0,233735353;0,346726013;0,212653142;Healthy
0,697710376;0,350373883;0,545102126;0,167537512;0,378422292;0,316272019;Healthy
0,718841897;0,355992319;0,570238242;0,265654522;0,341122283;0,276349329;Healthy
0,734741476;0,364409071;0,635936037;0,238348631;0,290334873;0,231176861;Healthy
0,74133784;0,370640232;0,574545533;0,240719247;0,366767833;0,21023642;Healthy
0,734978239;0,375600319;0,538990556;0,274095501;0,297122159;0,204335057;Healthy
0,717208801;0,3769586;0,472191661;0,318449022;0,468460878;0,243878466;Healthy
0,691028608;0,374356215;0,479876555;0,280310882;0,328845471;0,292280762;Healthy
0,659919192;0,367336692;0,483793181;0,228750951;0,419580507;0,266498422;Healthy
0,627243025;0,357755709;0,496981662;0,219161403;0,254028596;0,25182217;Healthy
0,597297016;0,35118349;0,53107375;0,168196816;0,432013241;0,251995715;Healthy
0,57254578;0,349334697;0,618632282;0,229689637;0,455610459;0,268148593;Healthy
0,55502425;0,351098522;0,453478327;0,248914961;0,324910543;0,269845832;Healthy
0,546128184;0,357427594;0,442794091;0,265226115;0,314621968;0,234684407;Healthy
0,542149165;0,36315283;0,490042346;0,277635922;0,351449221;0,225506424;Healthy
0,544109266;0,367927898;0,505880258;0,290222569;0,301395476;0,228303835;Healthy
0,549740122;0,370696048;0,47177775;0,288015792;0,341145909;0,250823996;Healthy
0,553350941;0,369979446;0,473629105;0,287972141;0,316944866;0,267761849;Healthy
0,554490596;0,366709616;0,464613551;0,253395669;0,299488487;0,226012626;Healthy
0,553932597;0,360543774;0,496261749;0,239519622;0,3433144;0,214341144;Healthy
0,552183398;0,355455864;0,401092867;0,242347144;0,330973092;0,248916515;Healthy
0,54898079;0,351922561;0,379614756;0,257646685;0,313155502;0,290843288;Healthy
