COP_x;COP_y;Acc_x;Acc_y;Jerk_x;Jerk_y;Class
0,501223752;0,129915257;0,243258763;0,179864356;0,180534459;0,22536098;Healthy
0,508978758;0,123823968;0,182886555;0,151452479;0,2382177;0,172428208;Healthy
0,519005202;0,119576505;0,247861003;0,15405116;0,142041309;0,175484759;Healthy
0,526975655;0,119668373;0,255331054;0,22033727;0,238410841;0,261919553;Healthy
0,532405963;0,120007694;0,240022665;0,111429391;0,180680503;0,210180654;Healthy
0,533959009;0,121592732;0,224855032;0,152249105;0,158287773;0,348025937;Healthy
0,538793988;0,125194575;0,176622877;0,265183676;0,137153675;0,348312822;Healthy
0,544254606;0,12855756;0,131805379;0,180198975;0,120759807;0,257993097;Healthy
0,553008433;0,134136669;0,089884141;0,141892216;0,167672975;0,250880088;Healthy
0,568010929;0,136592976;0,155309079;0,177218738;0,214403904;0,295199576;Healthy
0,587329941;0,140483453;0,310069074;0,184167574;0,162566139;0,206144072;Healthy
0,608411879;0,144964661;0,3718383;0,117087083;0,195402332;0,147205618;Healthy
0,625153584;0,146768277;0,375426393;0,128197983;0,176245991;0,136776801;Healthy
0,634986319;0,14817402;0,310746694;0,142540683;0,270662016;0,156892537;Healthy
0,637081393;0,148170429;0,402486502;0,138198333;0,220186953;0,229015264;Healthy
0,632992833;0,148015202;0,415398983;0,14193078;0,168361717;0,174055735;Healthy
0,621743607;0,147923651;0,330837923;0,092951715;0,269809716;0,151953564;Healthy
0,602121104;0,146731134;0,286253732;0,093754853;0,171068681;0,17518066;Healthy
0,577852403;0,145307995;0,30919188;0,193235225;0,261640537;0,324559118;Healthy
0,555706999;0,144240371;0,329000728;0,211523958;0,386471331;0,220902362;Healthy
0,536273482;0,141314674;0,319899745;0,134661325;0,215887122;0,16593202;Healthy
0,524775445;0,140155622;0,439705849;0,111501053;0,178239641;0,182942058;Healthy
0,524974135;0,139620483;0,370373454;0,137828984;0,237633501;0,157609588;Healthy
0,533551812;0,138392657;0,514916947;0,135970499;0,191685485;0,276011179;Healthy
0,549561804;0,137865075;0,584058096;0,293866816;0,374633778;0,329024958;Healthy
0,577157903;0,136415759;0,476684132;0,253839894;0,286623104;0,255484406;Healthy
0,614564838;0,13176627;0,330091579;0,125532866;0,384047737;0,150434783;Healthy
0,653021098;0,123031622;0,458937019;0,136236096;0,184921702;0,142556315;Healthy
0,693616896;0,11550719;0,482021985;0,140472693;0,347308727;0,208677632;Healthy
0,733330479;0,112230479;0,500240783;0,146816066;0,216777682;0,230825104;Healthy
0,774884629;0,114505476;0,502738395;0,154575783;0,273258635;0,165250888;Healthy
0,810507678;0,120079709;0,352379935;0,146061407;0,211703887;0,199804166;Healthy
0,837663082;0,128217897;0,289076728;0,14391426;0,312057934;0,234801034;Healthy
0,861626638;0,138700295;0,407336075;0,156654318;0,17391319;0,275386368;Healthy
0,880781447;0,148109544;0,401445582;0,241607081;0,32093079;0,249606098;Healthy
0,895752511;0,160414453;0,384583603;0,145829584;0,249818157;0,162199882;Healthy
0,904168679;0,172186378;0,270491001;0,134586949;0,340254929;0,168664037;Healthy
0,908061038;0,184821062;0,403011636;0,196924051;0,171919043;0,232043824;Healthy
0,908589566;0,198623906;0,313266714;0,23090814;0,20842878;0,235554382;Healthy
0,898887948;0,212372909;0,27062877;0,146827033;0,179399664;0,153773449;Healthy
0,883627762;0,226133866;0,209930818;0,12402074;0,176439388;0,180273917;Healthy
0,863289669;0,241456355;0,301702776;0,147671744;0,237505383;0,164165967;Healthy
0,839700177;0,256630351;0,453018384;0,102966599;0,278545722;0,178273107;Healthy
0,811405556;0,271275153;0,342365606;0,231818011;0,383581658;0,27900703;Healthy
0,777142971;0,287026609;0,237777446;0,13666327;0,251321646;0,129814406;Healthy
0,742282194;0,298741542;0,385196692;0,139678283;0,317107701;0,217166181;Healthy
0,709155677;0,309995801;0,554022166;0,20562634;0,341912434;0,234906595;Healthy
0,675779144;0,318621777;0,496196362;0,096178395;0,181708629;0,180106635;Healthy
0,642266906;0,324491275;0,498723788;0,195075606;0,345875021;0,249157057;Healthy
0,608205879;0,330139031;0,577994803;0,267754597;0,514629783;0,21074551;Healthy
0,57641786;0,33111772;0,37248223;0,137976702;0,427934865;0,224036308;Healthy
0,550399887;0,330540207;0,595015478;0,148725129;0,340248049;0,225179454;Healthy
0,52853088;0,326753293;0,5008245;0,153752135;0,452042301;0,207293043;Healthy
0,513758754;0,323786494;0,33798899;0,16901659;0,344367978;0,278682757;Healthy
0,508384937;0,318945649;0,50762556;0,188164082;0,347382743;0,237740845;Healthy
0,514303007;0,313704818;0,479065963;0,209554234;0,160029663;0,148749592;Healthy
0,523718157;0,311864329;0,365493986;0,16646866;0,509734395;0,154400168;Healthy
0,531306307;0,309831078;0,637501034;0,107496579;0,308167114;0,203868374;Healthy
0,537594531;0,308921604;0,566536954;0,155137682;0,652552518;0,19904672;Healthy
0,538159825;0,308935453;0,37414429;0,151608592;0,244751018;0,261329611;Healthy
0,531740526;0,309124302;0,430830387;0,23607533;0,161870429;0,229600194;Healthy
0,523591395;0,308658912;0,470241508;0,14044986;0,258131277;0,168587353;Healthy
0,514699089;0,302955506;0,518007768;0,19665084;0,432790972;0,185163345;Healthy
0,507008526;0,29645912;0,393008076;0,204673347;0,298437957;0,164723728;Healthy
0,50117789;0,287311656;0,437984197;0,203673428;0,268246096;0,192523746;Healthy
0,500326381;0,273906685;0,383337221;0,169070128;0,226934382;0,261033604;Healthy
0,504027305;0,257890915;0,286280837;0,207961146;0,232413227;0,228121882;Healthy
0,507784621;0,237147074;0,3530175;0,083519232;0,306379309;0,194692573;Healthy
0,512242185;0,218928016;0,599428452;0,164000152;0,362061861;0,174415299;Healthy
0,512383266;0,201980355;0,469620061;0,128367947;0,345387163;0,240736612;Healthy
0,502586413;0,186373765;0,459322092;0,219102163;0,318547359;0,233478988;Healthy
0,484214828;0,174654988;0,420522459;0,147190339;0,219726058;0,161558922;Healthy
0,458665166;0,165916719;0,39143478;0,16053776;0,299322168;0,216823755;Healthy
0,434757303;0,160302323;0,261796045;0,139565111;0,269480179;0,257385051;Healthy
0,412948714;0,158977619;0,290730971;0,180801232;0,320277971;0,278013412;Healthy
0,394098825;0,160326236;0,376656846;0,172523861;0,316071323;0,268851704;Healthy
0,382085788;0,165211388;0,388039363;0,156529838;0,25881312;0,273822445;Healthy
0,378681369;0,16597458;0,260098199;0,182471849;0,190770712;0,222965883;Healthy
0,384107388;0,168257125;0,177107932;0,147267866;0,264435251;0,255312254;Healthy
0,392807305;0,170580777;0,290248427;0,171305576;0,336896223;0,206816349;Healthy
0,402327353;0,17425595;0,552067268;0,125274201;0,492611817;0,173987809;Healthy
0,41192003;0,174359584;0,292116753;0,123266309;0,344004352;0,215770067;Healthy
0,421440741;0,17421588;0,310651521;0,178127981;0,308083855;0,253142729;Healthy
0,434242577;0,176036172;0,289920802;0,143774577;0,122237505;0,170004287;Healthy
0,44745834;0,180247526;0,347442513;0,161725927;0,492095024;0,160073874;Healthy
0,459045011;0,183892064;0,471527814;0,129494556;0,218108164;0,224948681;Healthy
0,470699578;0,185691795;0,530089281;0,149180742;0,317558147;0,240945733;Healthy
0,476199324;0,188048727;0,310878726;0,185386028;0,293933034;0,26187936;Healthy
0,475861946;0,192280946;0,250015597;0,112424265;0,197924319;0,163706255;Healthy
0,472688925;0,196530806;0,274018539;0,155223793;0,158224841;0,213890301;Healthy
0,467179193;0,198655877;0,36513337;0,161636365;0,381051544;0,21904908;Healthy
0,460826121;0,197972913;0,377112259;0,091356058;0,252843734;0,113181585;Healthy
0,450471;0,196816862;0,450712321;0,118443813;0,274896633;0,178125222;Healthy
0,441779312;0,193462837;0,283297056;0,204145333;0,322579411;0,242084123;Healthy
0,430697112;0,187711407;0,226867752;0,148393069;0,212504251;0,205747513;Healthy
0,417427121;0,180689891;0,206237776;0,189010955;0,193387539;0,227666666;Healthy
0,404491487;0,172665028;0,279475765;0,134573705;0,255850972;0,186943213;Healthy
0,393297638;0,162886022;0,383847238;0,115869005;0,293063685;0,183559142;Healthy
0,382496874;0,152407243;0,442541104;0,118880227;0,286038665;0,200536873;Healthy
0,370307854;0,14654641;0,446737362;0,17213859;0,344360711;0,217674827;Healthy
0,356612526;0,139475053;0,394347341;0,209042355;0,163838257;0,214811888;Healthy
0,346977183;0,132668772;0,344113786;0,161262117;0,121436295;0,279505036;Healthy
0,342169383;0,124601596;0,301782202;0,199006299;0,289794992;0,31717536;Healthy
0,342265435;0,117887778;0,334083329;0,196436797;0,22018123;0,199009691;Healthy
0,348146378;0,109122644;0,218750913;0,099534959;0,313684586;0,159545726;Healthy
0,357680334;0,10193403;0,324562918;0,098319668;0,237765521;0,199423272;Healthy
0,374109786;0,096154883;0,413834368;0,139378372;0,281488356;0,155642343;Healthy
0,391106692;0,094765733;0,238518718;0,06663711;0,423249595;0,169389618;Healthy
0,4104921;0,097460433;0,398653103;0,161174685;0,42382366;0,264249291;Healthy
0,435650257;0,10272422;0,179399875;0,147732457;0,288062096;0,200129729;Healthy
0,463096205;0,108953086;0,38948032;0,11190023;0,238640393;0,230216296;Healthy
0,489928376;0,115199973;0,239176731;0,168202078;0,343550998;0,217391454;Healthy
0,514550222;0,122533338;0,429739936;0,149870915;0,317055171;0,23180791;Healthy
0,535829694;0,126656877;0,318381106;0,147078472;0,288988464;0,253511395;Healthy
0,550957278;0,128653372;0,363971168;0,159085352;0,29628406;0,242519627;Healthy
0,558382518;0,131253644;0,398292795;0,126310818;0,252191279;0,229040497;Healthy
0,561163985;0,133464332;0,358085229;0,163778699;0,236335186;0,218983091;Healthy
0,554827565;0,135138018;0,304734385;0,136123187;0,326377616;0,18719146;Healthy
0,539986625;0,13374024;0,271875815;0,09306389;0,139348198;0,144854914;Healthy
0,519810635;0,134261939;0,248147591;0,143931222;0,231453778;0,259282511;Healthy
0,497122077;0,136208576;0,243039525;0,134342012;0,231510314;0,168526432;Healthy
0,4748796;0,139003413;0,332885626;0,136130936;0,296913753;0,167109336;Healthy
0,459646154;0,141559466;0,326666136;0,128038061;0,345367447;0,226185615;Healthy
0,458513046;0,143200163;0,502676283;0,221628465;0,23368079;0,245452335;Healthy
0,468281071;0,145728834;0,445734133;0,160100754;0,205587854;0,262723114;Healthy
0,478442604;0,14137136;0,369864923;0,189226011;0,253846758;0,288045132;Healthy
0,48777169;0,138094907;0,243476382;0,171164809;0,15402817;0,239804314;Healthy
0,494866345;0,132951976;0,32581666;0,193365226;0,182554827;0,230980235;Healthy
0,497070027;0,124786361;0,348659782;0,147165088;0,282353687;0,287059761;Healthy
0,495370335;0,115120217;0,17281414;0,194947921;0,239257878;0,220082345;Healthy
0,488831639;0,105042156;0,208646592;0,143982398;0,239682998;0,18408803;Healthy
0,483775505;0,097009998;0,326243162;0,103762779;0,190973815;0,200372084;Healthy
0,481176532;0,088304728;0,268697522;0,134953976;0,260146319;0,221412411;Healthy
0,480576769;0,084898191;0,222726551;0,18261199;0,148912442;0,152727005;Healthy
0,481536349;0,086606276;0,268355608;0,164063027;0,244933426;0,209563321;Healthy
0,478269907;0,087434695;0,294767381;0,177123542;0,184131463;0,259531928;Healthy
0,470818243;0,087770535;0,323642481;0,143740482;0,215969652;0,220914883;Healthy
0,460102484;0,08533621;0,268389675;0,11987348;0,18944524;0,188013813;Healthy
0,449826785;0,085735214;0,25019238;0,166442803;0,200090749;0,29300353;Healthy
0,437611086;0,084509957;0,281867662;0,165609768;0,213766725;0,267246948;Healthy
0,423089661;0,083310919;0,243692873;0,150257534;0,193390252;0,270945181;Healthy
0,408414503;0,08354214;0,168638535;0,159726554;0,320073948;0,207821724;Healthy
0,398370798;0,080531262;0,351421424;0,120091932;0,263188895;0,112713969;Healthy
0,391263596;0,081759119;0,392679487;0,109168865;0,274208098;0,204800228;Healthy
0,387928104;0,082034265;0,262263977;0,155358136;0,237248757;0,215053161;Healthy
0,388090817;0,082279835;0,192970724;0,093328382;0,268493527;0,181148537;Healthy
0,391241918;0,082398985;0,304669768;0,150530282;0,178932161;0,212018279;Healthy
0,394431591;0,083653698;0,224087883;0,183655609;0,439780202;0,256203042;Healthy
0,396330098;0,085166352;0,349378295;0,125257973;0,188157946;0,256716458;Healthy
0,399581483;0,089688944;0,361065852;0,176777616;0,478355198;0,242047108;Healthy
0,400460253;0,093936812;0,288664572;0,143763205;0,218707075;0,292972719;Healthy
0,398877687;0,100981467;0,213039026;0,211534959;0,277644938;0,232219433;Healthy
0,401206893;0,109394417;0,216210384;0,097803448;0,2140714;0,252638232;Healthy
0,404919009;0,12040861;0,31496227;0,200632911;0,195618845;0,222662784;Healthy
0,405619923;0,13372883;0,269849244;0,115380922;0,2272857;0,221295357;Healthy
0,401489996;0,141535175;0,342743455;0,148957153;0,309837269;0,189648562;Healthy
0,395266212;0,150860561;0,44361739;0,135630542;0,190607775;0,228287637;Healthy
0,382707775;0,15709255;0,320946335;0,164699003;0,192850037;0,153507631;Healthy
0,362984542;0,162341567;0,288794018;0,174049317;0,25273574;0,213889419;Healthy
0,342930274;0,163245723;0,248977654;0,132337297;0,163647912;0,177316559;Healthy
0,328020537;0,161508027;0,254902232;0,187822938;0,248058348;0,236055119;Healthy
0,321381833;0,158186686;0,39123071;0,129806054;0,23011266;0,210292496;Healthy
0,322736165;0,152287132;0,363103819;0,116772141;0,339611397;0,229446963;Healthy
0,329935352;0,145017811;0,428881839;0,141384603;0,261977819;0,221297803;Healthy
0,341763522;0,138568875;0,45120391;0,141157437;0,213289557;0,236033367;Healthy
0,352757068;0,132485703;0,432774022;0,139690176;0,175931856;0,186145385;Healthy
0,360415706;0,1246683;0,355761891;0,101094125;0,303294978;0,15787239;Healthy
0,362668438;0,119183402;0,339885704;0,119451457;0,193308676;0,191342501;Healthy
0,362570784;0,114076061;0,465818791;0,127603346;0,222323159;0,236683116;Healthy
0,358370418;0,11233538;0,301009337;0,163384822;0,210167948;0,276155867;Healthy
0,3463931;0,109925382;0,282866905;0,17003221;0,26785688;0,241319608;Healthy
0,331211148;0,107032518;0,273885589;0,165038987;0,189491399;0,227245446;Healthy
0,317471593;0,102947962;0,34179584;0,151564812;0,274861857;0,201910855;Healthy
0,30919381;0,096420493;0,299830207;0,1075923;0,187703516;0,20656567;Healthy
0,304271331;0,088655422;0,170369693;0,139122791;0,272178619;0,146525196;Healthy
0,304425822;0,081126472;0,202143449;0,104567627;0,156655705;0,122969142;Healthy
0,312357386;0,075412486;0,271845773;0,13236002;0,35689532;0,246856447;Healthy
0,325200909;0,075431393;0,351976064;0,165762821;0,194059986;0,134094389;Healthy
0,339782405;0,080041629;0,420769502;0,199795138;0,547534531;0,255103133;Healthy
0,353206412;0,086239828;0,422379063;0,133948726;0,306575657;0,260329703;Healthy
0,368590357;0,092725479;0,611666716;0,181503605;0,229015834;0,243649368;Healthy
0,376713502;0,100812153;0,468392016;0,11463914;0,394913069;0,177705562;Healthy
0,370537554;0,108971509;0,230111387;0,136480584;0,209607672;0,230265902;Healthy
0,356041937;0,115476715;0,213323608;0,145280561;0,30750553;0,261939981;Healthy
0,34462548;0,11848465;0,272332187;0,203819053;0,164597042;0,365079374;Healthy
0,341406648;0,121212282;0,309305213;0,185975788;0,450589171;0,284446299;Healthy
0,341642943;0,124167323;0,382472434;0,137627709;0,234622645;0,192516538;Healthy
0,344696426;0,129040672;0,523060393;0,148357948;0,263275564;0,198506055;Healthy
0,355193728;0,133086131;0,429010937;0,145763644;0,202428583;0,295591179;Healthy
0,362971893;0,138623243;0,510974356;0,214152222;0,177986332;0,295902345;Healthy
0,364661384;0,148916978;0,497700004;0,207933478;0,183778979;0,203136965;Healthy
0,354390454;0,159079848;0,405648567;0,180966471;0,220898755;0,248380803;Healthy
0,334610743;0,167854245;0,331410667;0,133728847;0,391385761;0,26886155;Healthy
